created_at,package,version,publisher,license,unpacked_size,description
2026-09-23T13:19:40Z,@oblax/bookmarks,1.0.0,metoant,MIT,10990,Oblax SDK — bookmarks module
2026-09-23T13:19:54Z,@oblax/filemanager,1.0.0,metoant,MIT,10590,"Oblax SDK — file manager module (upload, list, signed links, delete)"
2026-09-23T13:19:56Z,@oblax/forms,1.0.0,metoant,MIT,24917,"Oblax SDK — forms module (form definitions, fields, entries)"
2026-09-23T13:19:57Z,@oblax/identity,1.0.0,metoant,MIT,95986,"Oblax SDK — identity module (people, organizations, addresses, contact methods, preferences, roles, bank accounts)"
2026-09-23T13:19:59Z,@oblax/platform-browser,1.0.0,metoant,MIT,6501,Oblax SDK — browser platform (cookie-based auth)
2026-09-23T13:20:01Z,@oblax/platform-mobile,1.0.0,metoant,MIT,9587,"Oblax SDK — mobile platform (React Native, AsyncStorage token persistence)"
2026-09-23T13:20:04Z,@oblax/platform-server,1.0.0,metoant,MIT,8548,Oblax SDK — server platform (Bearer token auth)
2026-09-23T13:20:06Z,@oblax/templates,1.0.0,metoant,MIT,10594,"Oblax SDK — templates module (create, list, get, update, delete templates)"
2026-09-23T13:21:02Z,@forthtilliath/r2,0.1.0,forthtilliath,MIT,14671,Direct browser-to-bucket uploads for Cloudflare R2 (or any S3-compatible storage) via presigned URLs.
2026-09-23T13:22:18Z,@sandsoftwaresolutions/id,0.1.0,sandsoftwaresolutions,MIT,4026,"Small, dependency-free ID helpers for JavaScript and TypeScript."
2026-09-23T13:22:41Z,@sandsoftwaresolutions/validation,0.1.0,sandsoftwaresolutions,MIT,4605,"Composable, dependency-free validation helpers."
2026-09-23T13:22:44Z,@sandsoftwaresolutions/webhooks,0.1.0,sandsoftwaresolutions,MIT,4464,Web Crypto helpers for signing and verifying JSON webhooks.
2026-09-23T13:22:45Z,@sandsoftwaresolutions/feature-flags,0.1.0,sandsoftwaresolutions,MIT,4043,"Deterministic, dependency-free feature flags for JavaScript and TypeScript."
2026-09-23T13:22:47Z,@sandsoftwaresolutions/job-queue,0.1.0,sandsoftwaresolutions,MIT,4161,Small in-memory promise job queue with concurrency and retries.
2026-09-23T13:22:50Z,@sandsoftwaresolutions/signed-links,0.1.0,sandsoftwaresolutions,MIT,4200,Create and verify short-lived HMAC-signed URLs in Node.js.
2026-09-23T13:22:52Z,@sandsoftwaresolutions/api-client,0.1.0,sandsoftwaresolutions,MIT,6644,"A small fetch-based API client with retries, timeouts and typed errors."
2026-09-23T13:22:54Z,@sandsoftwaresolutions/openapi-fixtures,0.2.0,sandsoftwaresolutions,MIT,14196,"Generate realistic, reproducible API fixtures from OpenAPI and Swagger schemas."
2026-09-23T13:22:56Z,@sandsoftwaresolutions/problem-details,0.1.0,sandsoftwaresolutions,MIT,3823,Small RFC 9457 Problem Details helpers for JSON APIs.
2026-09-23T13:22:57Z,@seitenbau-dev/formulardesigner,1.0.2,seitenbau-developers,MPL-2.0,6526992,React-Komponente zur Erstellung und Bearbeitung von Formularen.
2026-09-23T13:22:58Z,@sandsoftwaresolutions/cursor-pagination,0.1.0,sandsoftwaresolutions,MIT,3873,Opaque cursor encoding and in-memory cursor pagination for JavaScript APIs.
2026-09-23T13:23:21Z,vexa-mcp-server,1.0.0,kochinov,UNLICENSED,453090,VEXA — the AI marketing operating system for Claude Code. Your business memory stays on your machine; the specialist units arrive from the cloud on your licence.
2026-09-23T13:24:04Z,pi-rsi,0.0.1,ouyangjian28,MIT,1436,"Human-in-the-loop RSI (recursive self-improvement) for the pi coding agent — observe, analyze, experiment, promote. Companion plugin to pi-console. Reserved placeholder."
2026-09-23T13:25:50Z,@wb-genie-baas/ifg-story-validator,1.0.1,xintongniu,MIT,192409,IFG story.json 前端校验 SDK：接入方在发起 ACP 请求前本地校验剧情数据
2026-09-23T13:25:53Z,pi-response-styles,0.2.0,yivas,MIT,64343,"Switchable response styles for the Pi coding agent, selected with the /output-style command and persisted between sessions."
2026-09-23T13:26:19Z,vibester-worker,0.1.0,borodatych,UNLICENSED,29444,Установщик и запуск домашнего воркера VibeSter
2026-09-23T13:26:24Z,@eryckeyshow/tilted-tiles,0.1.1,eryckeyshow,MIT,17625,Animated 3D tilted image tiles for React.
2026-09-23T13:26:33Z,@stableflow/pay-ui,0.0.1-beta-82ede460a5-20260923,jimmygu,,593366,
2026-09-23T13:26:41Z,@stableflow/pay-widgets,0.0.1-beta-82ede460a5-20260923,jimmygu,,167774,
2026-09-23T13:26:44Z,@seitenbau-dev/kern-react-addons,1.0.0,seitenbau-developers,EUPL-1.2,143916,Implementierung zusätlicher React-Komponenten mit KERN-UX
2026-09-23T13:27:19Z,@ptdgrp/obsidian-vault-mcp-linux-x64,0.4.0,tonitrnel,MIT,7028664,Prebuilt obsidian-vault-mcp binary for linux-x64
2026-09-23T13:27:22Z,beam-chrome,1.4.1,alessio.deieso,MIT,197320,"Drive Chrome as text from the terminal: read a page's structure, fill forms, click, navigate. Built for CLI agents."
2026-09-23T13:27:35Z,@ptdgrp/obsidian-vault-mcp-linux-arm64,0.4.0,tonitrnel,MIT,6105942,Prebuilt obsidian-vault-mcp binary for linux-arm64
2026-09-23T13:27:36Z,@vnkr-labs/tokens,2.0.0,vnkr-io,MIT,15750,"VNKR Design System — CSS Design Tokens (colors, typography, spacing, radius, shadow, transitions)"
2026-09-23T13:27:46Z,@ptdgrp/obsidian-vault-mcp-darwin-arm64,0.4.0,tonitrnel,MIT,5454185,Prebuilt obsidian-vault-mcp binary for darwin-arm64
2026-09-23T13:27:53Z,@vnkr-labs/ui,2.0.0,vnkr-io,MIT,94321,"VNKR Design System — UI Component Library (buttons, forms, cards, modals, accordion, dropdown, dark mode)"
2026-09-23T13:27:55Z,@ptdgrp/obsidian-vault-mcp-win32-x64,0.4.0,tonitrnel,MIT,6155712,Prebuilt obsidian-vault-mcp binary for win32-x64
2026-09-23T13:28:04Z,@ptdgrp/obsidian-vault-mcp,0.4.0,tonitrnel,MIT,3848,A Rust MCP server for Obsidian vaults
2026-09-23T13:28:04Z,@vnkr-labs/fe,2.0.0,vnkr-io,MIT,33670,"VNKR Design System — Frontend Site CSS (top-bar, header, nav, breaking ticker, article, sidebar, footer)"
2026-09-23T13:28:07Z,@vnkr-labs/admin,2.0.0,vnkr-io,MIT,24732,"VNKR Design System — Admin Panel CSS (sidebar, header, tables, forms, stats tiles, responsive)"
2026-09-23T13:28:31Z,@gitmyabi/msn,1.0.0,gitmyabi-bot,MIT,76949,"Auto-generated TypeScript type bindings for MSN (build etherscan-msn-aa247c0d-1790170064261, commit 1a76f2e, branch etherscan)"
2026-09-23T13:29:49Z,@heartlandone/vega-react-sandbox-pr-3331-cfde32c53af387c6b8b67f0293fb39d0d29050da,2.103.0,aprilzhu,UNLICENSED,107641,React specific wrapper for @globalpayments/vega
2026-09-23T13:29:49Z,@heartlandone/vega-vue-sandbox-pr-3331-cfde32c53af387c6b8b67f0293fb39d0d29050da,2.103.0,aprilzhu,UNLICENSED,147755,Vue specific wrapper for @globalpayments/vega
2026-09-23T13:29:50Z,@heartlandone/vega-angular-sandbox-pr-3331-cfde32c53af387c6b8b67f0293fb39d0d29050da,2.103.0,aprilzhu,UNLICENSED,2040527,Angular specific wrapper for @globalpayments/vega
2026-09-23T13:29:55Z,@heartlandone/vega-sandbox-pr-3331-cfde32c53af387c6b8b67f0293fb39d0d29050da,2.103.0,aprilzhu,UNLICENSED,39595224,Vega - the design system of Global Payment Systems
2026-09-23T13:29:58Z,@okta/react-native-webcrypto-bridge,0.9.0,oktauploader,Apache-2.0,265388,WebCrypto API polyfill for React Native with native iOS and Android bridge
2026-09-23T13:29:59Z,oira666_pi-free-swarm,0.1.0,oira666,MIT,1606418,"Pi extension that launches a leaderless swarm of pi agents that self-organise on a shared wall, with a live web board."
2026-09-23T13:30:23Z,@okta/react-native-platform,0.9.0,oktauploader,Apache-2.0,226091,React Native platform bindings for the Okta Client JavaScript SDK. This package wires `@okta/auth-foundation` and `@okta/oauth2-flows` up to native iOS/Android capabilities:
2026-09-23T13:30:49Z,@cmdless/rpc-sdk,0.0.0,yakisoba,,2027,OIDC trusted publishing setup package for @cmdless/rpc-sdk
2026-09-23T13:31:00Z,@ashwinhprasad/zoho-analytics-mcp-server-plugin,1.0.2,ashwinhprasad,MIT,455192,Mcp server implementation for Zoho Analytics Plugin
2026-09-23T13:31:50Z,pi-495,0.1.0,jeanjerome,Apache-2.0,2557835,"Evidence-gated harness for coding agents, inside Pi. The checks are frozen before the change exists; it is accepted on evidence, never on the agent's word."
2026-09-23T13:32:01Z,react-native-fast-nfc,0.0.1,mibaloch,ISC,371,High performance NFC library for React Native. Coming soon.
2026-09-23T13:33:10Z,@applet-one/cli,0.1.2,luebken,UNLICENSED,15999,"Create, deploy, and manage Cloudflare Worker apps with Applet"
2026-09-23T13:34:09Z,qr-router,0.0.1,kevzakaria,UNLICENSED,573,"Name reserved for qr-router, dynamic QR codes whose destination you can change after printing. See https://qr-router.com"
2026-09-23T13:34:12Z,@qr-router/client,0.0.1,kevzakaria,UNLICENSED,672,"Reserved for the qr-router API client, dynamic QR codes whose destination you can change after printing. See https://qr-router.com"
2026-09-23T13:34:13Z,@conql/codemirror-live-markdown,1.0.0,conql,MIT,1172599,Live Preview mode for CodeMirror 6 - inspired by Obsidian
2026-09-23T13:34:15Z,@g1itest/tokens,0.1.0,proloykarmakar,UNLICENSED,182794,Canonical design tokens and CSS variables for the Ginesys Design System.
2026-09-23T13:34:22Z,@g1itest/ui,0.1.0,proloykarmakar,UNLICENSED,532451,"Accessible, theme-aware React UI component library for the Ginesys Design System."
2026-09-23T13:34:27Z,@g1itest/grid,0.1.0,proloykarmakar,UNLICENSED,108607,High-performance enterprise data grid and toolbar for the Ginesys Design System powered by AG Grid.
2026-09-23T13:34:32Z,@g1itest/date-ui,0.1.0,proloykarmakar,UNLICENSED,70519,"Enterprise date selection, period filtering, and range picker components for the Ginesys Design System."
2026-09-23T13:34:35Z,@vuu-ui/portal-build,0.1.0,heswell,Apache-2.0,90953,Reusable Rsbuild and Module Federation build tool for portal applications
2026-09-23T13:34:36Z,@g1itest/templates,0.1.0,proloykarmakar,UNLICENSED,246786,Executable page-level template compositions for Ginesys retail analytics and management applications.
2026-09-23T13:34:41Z,@g1itest/cli,0.1.0,proloykarmakar,UNLICENSED,119063,Internal developer distribution and orchestration CLI for the Ginesys Design System.
2026-09-23T13:35:33Z,@navitech/adapter-bun,0.1.0,daniel89,,87091,"SvelteKit adapter for Bun: one self-contained build/index.js, a Redis ISR cache for pages and remote queries, optional trace spans."
2026-09-23T13:35:48Z,scopelock-audit,1.0.0,ahirwarkrishna,MIT,6384,Autonomous Scope Creep Auditor & Statutory UCC § 2-209 Legal Change Order Engine CLI for software agencies and freelancers.
2026-09-23T13:36:24Z,nobetci-eczane-api,1.0.1,mehmeterdogan,MIT,97383,Türkiye ve KKTC güncel nöbetçi eczane verilerine REST API üzerinden erişim sağlayan resmi TypeScript & JavaScript SDK.
2026-09-23T13:36:55Z,@manohub/theme,0.6.0,tsing-y,UNLICENSED,30020,AIHub 主题包：纯 CSS 令牌层（全局值），全部锚 [data-manohub-ui] 属性。零运行时依赖、零 JS、零真实样式声明。
2026-09-23T13:37:16Z,@manohub/ui,0.6.0,tsing-y,UNLICENSED,1277907,AIHub 自绘组件层：不依赖 farris 的手写 Vue TSX 组件 + 自带令牌层（Farris 规范视觉 · daisyUI 式语义令牌 · shadcn 式 API 词汇）。
2026-09-23T13:37:39Z,@manohub/kit,0.6.0,tsing-y,UNLICENSED,182754,子应用入口编排层：createSubApp（作用域容器与宿主锚点、pinia/路由/vue-query 装配、宿主挂载协议）、i18n 单实例与语言探测，外加随包分发的接入契约（CONTRACT.md，五层闭集条款 + 自检清单）与三个 AI 技能包。本包**零样式产物**：设计令牌（值）在 @manohub/theme，组件（类与行为）在 @manohub/ui，两者由消费方直接引入。
2026-09-23T13:38:20Z,jevbrow,1.1.0,suparva,MIT,185513,"Natural language browser driver and automation framework using Jev AI (TypeSafe System One) with OpenAI-compatible LLM fallback. Fast, accurate, lightweight."
2026-09-23T13:38:45Z,nodestack-client,1.0.0,satyajugran,MIT,204627,"First-party lightweight, type-safe client SDK for NodeStack"
2026-09-23T13:40:05Z,@gitmyabi/xvc,1.0.0,gitmyabi-bot,MIT,159555,"Auto-generated TypeScript type bindings for XVC (build etherscan-xvc-4fabf135-1790170704524, commit 82ae143, branch etherscan)"
2026-09-23T13:42:09Z,@niivue/uikit,1.0.0-rc.1,thanayik,BSD-2-Clause,206502,UIKit: controls and widgets integrated into the NiiVue rendering lifecycle
2026-09-23T13:42:23Z,win-sync,1.0.0,suneel.barigala,MIT,98356,"CLI tool to backup and restore Windows development environment (Winget, NPM, PIP)"
2026-09-23T13:42:43Z,dsh-plugin-smart-config,1.0.0,taconailoong,MIT,229304,"DeepSeek Harness plugin for model smart configuration & capability adaptation, ported from ZCode"
2026-09-23T13:43:32Z,@bitbaum/paykit,0.1.0,maonakamoto,MIT,8373,"Let a website get paid without holding the money. Classify a pasted Bitcoin receive string, and record a shown code (Twint, another currency) the visitor pays in their own app."
2026-09-23T13:43:56Z,@mojaloop/forensic-audit-client-lib,0.1.2,mojaloopci,Apache-2.0,95834,Forensic audit client library for Mojaloop services
2026-09-23T13:44:42Z,@mrktg-ost/components,0.1.0,mrktg-ost,ISC,224717,Островковые компоненты. Storybook https://bb1455f5-3aea-431f-96fd-18d9944fbb85.selstorage.ru/master/index.html
2026-09-23T13:46:57Z,@wtfalch/foundry,0.1.0,wtfalch,MIT,144691,"Foundry's SDK: the declared org's types, the plan and apply contracts, and the state store's interface."
2026-09-23T13:48:02Z,@wordlift/resolve,0.1.1,cyberandy,Apache-2.0,11975,"TypeScript client for WordLift resolve(): map mentions to identities, or get unresolved."
2026-09-23T13:49:41Z,@investorsfasttrack/cli,0.3.2,investorsfasttrack,UNLICENSED,126982,Run calculated exports and manage FNUs with FastTrack
2026-09-23T13:49:54Z,@readystack/impressum-check-ddg-de,1.0.1,readystack,SEE LICENSE IN LICENSE.txt,36784,"Prüft Impressum-Dateien im Editor gegen § 5 DDG, § 18 Abs. 2 MStV und § 36 VSBG"
2026-09-23T13:49:55Z,@aquiles_bachira/analytics-hub,0.1.0,aquiles_bachira,MIT,23274,"Browser SDK for Analytics Hub — page_view, sessions, batching"
2026-09-23T13:50:14Z,overwing-mcp,0.1.0,blackcherrymochi,MIT,10648,MCP server for Overwing: evaluate LLM output against safety and compliance rule sets from any MCP-capable agent.
2026-09-23T13:50:18Z,@ohos-ports/oven-bun-linux-x64,1.3.14-beta.0,virtfans,MIT,94588038,"This is the aarch64 (arm64) binary for Bun on OpenHarmony, a fast all-in-one JavaScript runtime."
2026-09-23T13:51:38Z,@standardagents/code-web,0.14.1-canary.292021,justin-schroeder,UNLICENSED,16584495,"The Standard viewer runtime for the browser: the TUI compiled to wasm, its JS glue, and its fonts"
2026-09-23T13:52:18Z,@jevable/core,0.1.0,m1heng,MIT,31313,"The jev rule engine: CEL rules that ask Jev, TypeSafe's classification model, semantic questions"
2026-09-23T13:52:34Z,jevable,0.1.0,m1heng,MIT,51400,grep that reads meaning: pass through only the records a Jev judgement lets through
2026-09-23T13:52:43Z,@arach/arc-mcp,0.11.0,arach,MIT,1271202,"MCP server for Arc — AI agents author, validate, render, and diff architecture diagrams as code"
2026-09-23T13:52:55Z,@europeum-ebsi/beacon-proxy-contract,1.0.0-rc.0,europeum.yannick,EUPL-1.2,308190,Europeum EBSI Beacon Proxy smart contract
2026-09-23T13:53:00Z,@europeum-ebsi/bootstrap-contract,1.0.0-rc.0,europeum.yannick,EUPL-1.2,99054,Europeum EBSI Bootstrap smart contract
2026-09-23T13:53:07Z,@europeum-ebsi/api-contract,1.0.0-rc.0,europeum.yannick,EUPL-1.2,915795,Generated types and scope grammar for the EBSI API's wire contract
2026-09-23T13:53:11Z,@europeum-ebsi/wallet,1.0.0-rc.0,europeum.yannick,EUPL-1.2,84435,EBSI Wallet Library
2026-09-23T13:53:15Z,@europeum-ebsi/policies-registry-contract,1.0.0-rc.0,europeum.yannick,EUPL-1.2,584188,Europeum EBSI Policies Registry smart contract
2026-09-23T13:53:21Z,@loquix/adapter-http,0.1.0,loquix_user,MIT,51446,Turn an HTTP endpoint into a Loquix AgentProvider
2026-09-23T13:53:22Z,@poqpoq/sundial,0.1.0,poqpoq,MIT,444058,"Sundial: paged (virtual) sun shadows for WebGPU — engine-agnostic core, Babylon.js adapter, benchmark lab"
2026-09-23T13:53:26Z,@europeum-ebsi/schemas-registry-contract,1.0.0-rc.0,europeum.yannick,EUPL-1.2,486271,Europeum EBSI Schemas Registry smart contract
2026-09-23T13:53:28Z,@europeum-ebsi/did-registry-contract,1.0.0-rc.0,europeum.yannick,EUPL-1.2,784092,Europeum EBSI DID Registry smart contract
2026-09-23T13:53:29Z,@europeum-ebsi/timestamp-contract,1.0.0-rc.0,europeum.yannick,EUPL-1.2,1103866,Europeum EBSI timestamp smart contract
2026-09-23T13:53:31Z,@eupoiese/excali-glass,1.0.1,eupoiese,ISC,24875,CSS to make excalidraw glassier
2026-09-23T13:53:35Z,@europeum-ebsi/track-and-trace-contract,1.0.0-rc.0,europeum.yannick,EUPL-1.2,734058,Europeum EBSI Track And Trace smart contract
2026-09-23T13:53:35Z,@zakkster/lite-adaptive,0.1.0,zakkster,MIT,50916,"Zero-dependency, zero-GC family of APPROXIMATE, sublinear-space streaming summaries over the TIME / RECENCY axis that witnesses its RECENCY against the paper's theoretical bound: ExponentialHistogram…"
2026-09-23T13:53:39Z,@europeum-ebsi/contracts-registry-contract,1.0.0-rc.0,europeum.yannick,EUPL-1.2,1395608,Europeum EBSI Contracts Registry smart contracts
2026-09-23T13:53:40Z,@europeum-ebsi/issuers-registry-contract,1.0.0-rc.0,europeum.yannick,EUPL-1.2,648621,Europeum EBSI Issuers Registry smart contract
2026-09-23T13:54:03Z,@developer-overheid-nl/adr-rulesets,0.0.2,pasibun,EUPL-1.2,124903,Spectral rulesets for the NL GOV API Design Rules (ADR)
2026-09-23T13:54:38Z,@kwtv/admin-components,0.2.0,nickbevers,UNLICENSED,130186,"Astro components and React islands for the KWTV website admin panel, built on KWTV tokens."
2026-09-23T13:54:48Z,@ikim-ui/fuego-fhir-client,0.1.1,chebureki,,704204,`FuegoClient` extends `@ikim-ui/fhir-client` with search parameter types generated from Fuego's FHIR R4 CapabilityStatement. It uses the existing search and CRUD interface.
2026-09-23T13:55:13Z,@gitmyabi/bossb,1.0.0,gitmyabi-bot,MIT,178455,"Auto-generated TypeScript type bindings for BOSSB (build etherscan-bossb-b5c74756-1790171609873, commit 57ab03d, branch etherscan)"
2026-09-23T13:55:22Z,@elie-laloum/outpost,1.1.2,elie.laloum,MIT,870264,"Programmable sandboxes, coding agents and typed workflows."
2026-09-23T13:55:39Z,@ramex-labs/continuity-mcp-gateway,0.3.0-preview.6,zerohourzulu,Apache-2.0,192308,MCP gateway preview with fixed jobs and authenticated loopback HTTP
2026-09-23T13:56:20Z,cursor-plus,0.1.4,errr0rr404,MIT,126956,Voice + click-to-caret + TTS + screenshots — drop-in wrapper for the Cursor Agent CLI
2026-09-23T13:56:43Z,@roprgm/ui,0.1.0,roprgm,MIT,79142,"Minimal dark UI components for professional tools, on Tailwind CSS and Base UI."
2026-09-23T13:57:14Z,@madsoftwaredev/opencode-background-subagent,0.1.0,marcdagatan,MIT,4638,OpenCode V2 plugin that makes omitted subagent.background calls run in the background.
2026-09-23T13:57:31Z,@madsoftwaredev/opencode-btw,0.1.0,marcdagatan,MIT,7441,OpenCode V2 TUI plugin that adds /btw to fork the current session and run a prompt in the background.
2026-09-23T13:57:41Z,@loro-dev/roost,0.1.0,rem2018,MIT,684895,Experimental browser conversation history and sync for Loro Roost
2026-09-23T13:57:47Z,@madsoftwaredev/opencode-compaction-model,0.1.0,marcdagatan,MIT,16826,OpenCode V2 plugin that summarizes checkpoints with a dedicated compaction model and variant.
2026-09-23T13:57:51Z,arcapis-sdk,0.2.0,manhcuongsev,MIT,21048,TypeScript SDK for Arcapis — the shared on-chain cache and pay-per-call gateway for AI APIs on Arc. Per-call EIP-712 auth and automatic cross-agent cache-hit detection.
2026-09-23T13:58:04Z,@madsoftwaredev/opencode-direnv,0.1.0,marcdagatan,MIT,5563,OpenCode V2 plugin that applies direnv environments to each shell command.
2026-09-23T13:58:17Z,@madsoftwaredev/opencode-lint-feedback,0.1.0,marcdagatan,MIT,24056,OpenCode V2 plugin that appends check-only project-local ESLint diagnostics after native edits.
2026-09-23T13:58:32Z,clm-wasm,0.0.1,benkoo,MIT,1635071,"Cubical Logic Model (CLM) sovereign execution engine, CPN-VM, and Cordis spatiotemporal substrate"
2026-09-23T13:58:40Z,@madsoftwaredev/opencode-subagent-sidebar,0.1.0,marcdagatan,MIT,14739,OpenCode V2 TUI plugin that shows live child subagent sessions in the sidebar.
2026-09-23T13:58:56Z,@preecho/mcp,1.0.0,tonyflam,MIT,32370,"PRE-ECHO as an MCP server: the places an answer wavered, pressable, and the second thought handed back to the agent. Shadow mode spends nothing until someone presses."
2026-09-23T13:59:11Z,firetable-grid,0.5.1,garroshicecream,MIT,793839,"Schema-driven filter, sort, group and export engine for TanStack Table — generic over your row type."
2026-09-23T13:59:19Z,transcriptmeter,0.0.1,allan_nava,MIT,39744,"What your agent sessions cost, from the transcripts on your disk: tokens by class, cache hit ratio, peak context, estimated cost, tool output by command — for Claude Code and Codex CLI, sizes only, n…"
2026-09-23T13:59:31Z,intentstack,1.0.0,jonschlinkert,ISC,247,
2026-09-23T13:59:35Z,@nebuladocs/core,0.2.0,devbinbello,MIT,376140,"Framework-independent PDF editor document model, coordinates, and commands"
2026-09-23T13:59:38Z,@nebuladocs/engine,0.2.0,devbinbello,MIT,1381219,PDF.js rendering and pdf-lib export engine for the PDF SDK
2026-09-23T13:59:40Z,@nebuladocs/controller,0.2.0,devbinbello,MIT,132123,"Framework-neutral PDF editor controller: lifecycle, commands, and events shared by the React and Angular adapters"
2026-09-23T13:59:43Z,@nebuladocs/editor-angular,0.2.0,devbinbello,MIT,247190,Angular standalone PDF viewer and visual editor built on the framework-neutral PDF SDK controller
2026-09-23T13:59:43Z,@nebuladocs/editor-react,0.2.0,devbinbello,MIT,475024,React PDF viewer and visual editor
2026-09-23T13:59:43Z,@readystack/kassenbeleg-tse-lint,1.0.1,readystack,SEE LICENSE IN LICENSE.txt,35309,15 Regeln prüfen eine Belegvorlage gegen § 6 KassenSichV und § 146a AO; in der mitgelieferten Beispielvorlage findet der Lint 8 Verstöße — 7 Fehler und 1 Warnung. § 379 Abs. 4 AO nennt für Verstöße ge
2026-09-23T13:59:44Z,@hell0beta/music-player-cli,1.2.0,hell0beta,MIT,39603,Generate self-contained vinyl record player HTML files from audio + images
2026-09-23T13:59:53Z,@mohan-cao/jev-classifier,0.1.0,mohan-cao,Apache-2.0,83774,"Harness-agnostic System One (Jev) classifier: request classification, response-shaping policies, and post-generation verification."
2026-09-23T14:00:06Z,trimhook,0.1.0,allan_nava,MIT,40577,"Tool output trimmed at the source: a PostToolUse hook for Claude Code and Codex CLI that keeps the head and tail of a long shell result, spills the whole of it to a file the model can read, and repor…"
2026-09-23T14:00:55Z,@aaravkhanal/codexa,0.2.8,aarav_2063,MIT,12993,"AI Software Engineering Agent — runs in your terminal, works in any project"
2026-09-23T14:01:00Z,@niadra/sdk,0.1.0,moraisdev,Apache-2.0,815389,"TypeScript SDK for Niadra, the shared customer memory for every AI agent in a company: context before the model call, history, tools and MCP."
2026-09-23T14:01:03Z,opencode-jev-agentbridge,0.1.0,giubbe80,MIT,12067,OpenCode plugin: jev_decide tool backed by JEV-CPU-AgentBridge (local CPU discrete-decision engine)
2026-09-23T14:01:27Z,@longzai-intelligence-disk-space/core,0.0.3,joydragon,UNLICENSED,17541,
2026-09-23T14:01:45Z,@bdiadiun/ohif-extension-scoring-viewer,0.1.0,bdiadiun,MIT,24473,"the OHIF-side scoring application, packaged as an OHIF extension: it talks to OHIF and speaks the scoring contract over the channel"
2026-09-23T14:01:47Z,@bdiadiun/ohif-extension-loader,0.1.0,bdiadiun,MIT,2009,"OHIF extension that loads our extensions into the viewer, so the fork carries one entry that never changes"
2026-09-23T14:01:50Z,@aquiles_bachira/analytics-node,0.1.0,aquiles_bachira,MIT,6052,"Server SDK for Analytics Hub — exceptions, api errors, custom events"
2026-09-23T14:01:51Z,@aquiles_bachira/analytics-react,0.1.0,aquiles_bachira,MIT,3959,"React SDK for Analytics Hub — provider, hooks e error boundary (PRD §31)"
2026-09-23T14:02:16Z,@lingxin-link/theme-toggle,1.0.0,wesley-0808,,12946,通用 Vue3 主题切换器：useThemeToggle hook + ThemeTabs 滑块切换组件，内置 view-transition 主题切换动画样式
2026-09-23T14:02:19Z,@rexxhayanasi/elaina-anchorguard,1.0.0,rexxhayanasi,MIT,27854,"Elaina AnchorGuard — anti force-close guard for WhatsApp (Baileys). Detects crash/force-close payloads on incoming and outgoing messages, auto-deletes them, and can block the sender."
2026-09-23T14:02:29Z,@luwiostack/http,0.1.0,gertvintia,MIT,234177,"A small typed HTTP client over ofetch — createHttpClient + createRequest(client, params), whose chainable PendingRequest can delay or fail any call for testing loading/error UI. React <HttpClient> +…"
2026-09-23T14:02:36Z,@3mo/menu-bar,0.1.0,arshia11d,MIT,61751,"The menus of an application along one bar, with the menubar keyboard and hover patterns"
2026-09-23T14:04:21Z,@ngdtrung/video-tools,0.0.1,ngdtrung,,1768710,"Agent skills for educational video production, plus a Pi extension that lets agents talk to you on Telegram (approvals, questions, and direct instructions)."
2026-09-23T14:04:28Z,aget-mcp,0.2.0,daocatt,MIT,20812,MCP server for aget.cc - 查看个人信息、发布与管理优惠信息、查询公开优惠与心愿单
2026-09-23T14:04:48Z,gapreel,0.0.0,niafam11,UNLICENSED,437,Reserved for Gapreel. Action-gated screen recording for AI agents. Coming soon.
2026-09-23T14:04:53Z,acttape,0.0.0,niafam11,UNLICENSED,437,Reserved for Acttape. Action-gated screen recording for AI agents. Coming soon.
2026-09-23T14:06:22Z,@orcawhisperer/lathe-core,0.1.0,orcawhisperer,Apache-2.0,270205,Compile A2UI surfaces from a component catalog and an application state. No text is generated.
2026-09-23T14:06:28Z,@ecollective/knowledge-graph,0.2.2,jmcwilliam,MIT,674326,"Zod schemas, ekgId helpers, artifact types and a validator for the eCollective Knowledge Graph (SPEC.md v0.1)."
2026-09-23T14:07:04Z,stesura,0.0.0,ecaratti,UNLICENSED,351,Reserved for Stesura — see @stesura/* packages.
2026-09-23T14:07:32Z,@orcawhisperer/lathe-shadcn,0.1.0,orcawhisperer,Apache-2.0,63248,Flagship shadcn/ui compilable component catalog + i18n phrase bank for @lathe/core.
2026-09-23T14:07:34Z,@luminix/sheets-for-mui-cms,1.0.1,obrunopolo,MIT,32865,Spreadsheet import and export actions for the Luminix MUI CMS
2026-09-23T14:08:17Z,@orcawhisperer/lathe-guard,0.1.0,orcawhisperer,Apache-2.0,52936,"Four-tier verification and sink-safety guard for A2UI surfaces (Schema, Pointer/Numeric Trace, System One Entailment, and XSS/URL Sink Enforcement)."
2026-09-23T14:08:27Z,create-linksystem,0.1.0,gb_ferrera,MIT,36606,Scaffold Link System back (Fastify+Prisma) and front (Next+shadcn) projects
2026-09-23T14:08:34Z,@nerucloud/cli,0.1.0,naelkobo,,6850,NeruCloud command line interface
2026-09-23T14:08:54Z,@orcawhisperer/lathe-typesafe,0.1.0,orcawhisperer,Apache-2.0,11042,TypeSafe System One adapter for @lathe/core.
2026-09-23T14:10:04Z,@socialrobot-io/rachet,0.1.2,ntgussoni,AGPL-3.0-only,102545,"CLI for Rachet, the open-source journey engine for agents"
